Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-16 17:07:01+00:00),Img Match,H.Text
L-L L-N Min Max RMS Voltage,,,,,,
A,0.0V (PASS),[] (PASS),[] (PASS),2025-01-16 17:07:03 (PASS),,
B,0.0V (PASS),,,2025-01-16 17:07:03 (PASS),,
C,0.0V (PASS),,,2025-01-16 17:07:03 (PASS),,
Average,0.0V (PASS),,,2025-01-16 17:07:03 (PASS),,
