Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-16 17:04:35+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,0.0V (PASS),[] (PASS),[] (PASS),2025-01-16 17:04:37 (PASS),,
BC,0.0V (PASS),,,2025-01-16 17:04:37 (PASS),,
CA,0.0V (PASS),,,2025-01-16 17:04:37 (PASS),,
Average,0.0V (PASS),,,2025-01-16 17:04:37 (PASS),,
