Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-21 10:31:11+00:00),Img Match,H.Text
RMS Voltage L-L Min Max L-N,,,,,,
AB,0.0V (PASS),[] (PASS),[] (PASS),2024-11-21 10:31:13 (PASS),,
BC,0.0V (PASS),,,2024-11-21 10:31:13 (PASS),,
CA,0.0V (PASS),,,2024-11-21 10:31:13 (PASS),,
Average,0.0V (PASS),,,2024-11-21 10:31:13 (PASS),,
