Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-21 10:52:13+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-21 10:52:15 (PASS),,
B,0.0% (PASS),,,2024-11-21 10:52:15 (PASS),,
C,0.0% (PASS),,,2024-11-21 10:52:15 (PASS),,
