Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-21 10:39:28+00:00),Img Match,H.Text
L-L Max Total Harmonic Distortion L-N,,,,,,
AB,0.0% (PASS),[] (PASS),[] (PASS),2024-11-21 10:39:30 (PASS),,
BC,0.0% (PASS),,,2024-11-21 10:39:30 (PASS),,
CA,0.0% (PASS),,,2024-11-21 10:39:30 (PASS),,
