Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-21 10:58:00+00:00),Img Match,H.Text
Min Active Power Max,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-21 10:58:01 (PASS),,
B,0.0% (PASS),,,2024-11-21 10:58:01 (PASS),,
C,0.0% (PASS),,,2024-11-21 10:58:01 (PASS),,
Total,0.0% (PASS),,,2024-11-21 10:58:01 (PASS),,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
