Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Max Total Harmonic Distortion,3.0 %,[],[],2024-08-13 08:29:07
AB,3.1 %,[],[],
BC,3.0 %,[],[],
CA,,[],[],
