Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
[v] Graph,,"['[v]', 'Fund', 'Graph']","['CA', 'Voltage', 'VLL', 'BC', 'AB', 'VLN', 'Current', 'Phasor', 'C']",
Fund A B,,"['[v]', 'Fund', 'Graph']","['CA', 'Voltage', 'VLL', 'BC', 'AB', 'VLN', 'Current', 'Phasor', 'C']",
