Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Min Max Fund. Volt.,189.8,[],[],
AB,189.9,[],[],
v,189.9,[],[],
BC,189.9,[],[],
v,,[],[],
CA,,[],[],
v,,[],[],
Average,,[],[],
v,,[],[],
