Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
[v] Graph THD Fund.,,"['Graph', 'THD', 'Fund.', 'Fund', '[v]']","['Phasor', 'VLL', 'BC', 'Voltage', 'VLN', 'Current', 'CA', 'AB']",
Fund A B C,,"['Graph', 'THD', 'Fund.', 'Fund', '[v]']","['Phasor', 'VLL', 'BC', 'Voltage', 'VLN', 'Current', 'CA', 'AB']",
