Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Voltage Harmonics Current,A 3.4 % B 3.4 % c 3.5 % 109.7 v 109.3 v 109.8 v,"['THD', '[v]', 'Fund.']",['[V]'],
[v] Graph THD Fund.,,"['THD', '[v]', 'Fund.']",['[V]'],
Fund A B C,,"['THD', '[v]', 'Fund.']",['[V]'],
