Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Min Max Fund. Volt.,109.5 V,['c'],['C'],
A,109.5 V,['c'],['C'],
B,109.6 V,['c'],['C'],
c,,['c'],['C'],
Average,,['c'],['C'],
