Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Min Max Fundamental Current,49.6 %,"['c', 'Fundamental']","['RMS', 'C']",
A,49.7 %,"['c', 'Fundamental']","['RMS', 'C']",
B,49.7 %,"['c', 'Fundamental']","['RMS', 'C']",
c,49.7 %,"['c', 'Fundamental']","['RMS', 'C']",
Average,2.479 A,"['c', 'Fundamental']","['RMS', 'C']",
,2.486 A,"['c', 'Fundamental']","['RMS', 'C']",
,2.485 A,"['c', 'Fundamental']","['RMS', 'C']",
