Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Voltage Harmonics Current,1.4 %,['[A]'],['[v]'],
[A] Graph THD Fund.,1.6 %,['[A]'],['[v]'],
Fund A B,1.5 %,['[A]'],['[v]'],
A,2.484 A,['[A]'],['[v]'],
B,2.491 A,['[A]'],['[v]'],
C,2.490 A,['[A]'],['[v]'],
