Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor  Voltage Current,189.9 v,[],[],
VLL VLN,189.9 v,[],[],
Voltage,190.2 v,[],[],
AB BC CA,2.478 A,[],[],
Current,2.498 A,[],[],
A B C,2.497 A,[],[],
,30.1,[],[],
,-89.8,[],[],
,150.1,[],[],
,-29.9,[],[],
,-150.2,[],[],
,90.2,[],[],
