Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
[v] Graph THD Fund.,,"['THD', '4A', '%', '109.5', 'V', '3.4', '3.5', '[v]', 'v', 'Fund.', 'Fund', 'Graph', '109.6']","['Phasor', 'Current', 'Voltage', 'BC', 'AB', 'CA', 'VLL', 'VLN']",
Fund V A B C 4A 3.5 % B 3.4 % C 3.4 % 109.6 v 109.5 v 109.6 v,,"['THD', '4A', '%', '109.5', 'V', '3.4', '3.5', '[v]', 'v', 'Fund.', 'Fund', 'Graph', '109.6']","['Phasor', 'Current', 'Voltage', 'BC', 'AB', 'CA', 'VLL', 'VLN']",
