Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Min Max Fundamental Current,49.7 %,"['c', 'Fundamental']","['RMS', 'C']",
A,49.8 %,"['c', 'Fundamental']","['RMS', 'C']",
B,49.8 %,"['c', 'Fundamental']","['RMS', 'C']",
c,49.8 %,"['c', 'Fundamental']","['RMS', 'C']",
Average,2.483 A,"['c', 'Fundamental']","['RMS', 'C']",
,2.492 A,"['c', 'Fundamental']","['RMS', 'C']",
,2.490 A,"['c', 'Fundamental']","['RMS', 'C']",
