Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,1897,['V'],[],
VLL VLN,1895,['V'],[],
Voltage,1892,['V'],[],
AB BC CA,2485 A,['V'],[],
Current,2493 A,['V'],[],
A B C,2490 A,['V'],[],
,300 O,['V'],[],
,-902,['V'],[],
,1499 O,['V'],[],
,-301,['V'],[],
,1503 O,['V'],[],
,898,['V'],[],
