Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Max Total Harmonic Distortion,3.1 %,[],[],2024-08-21 08:50:07
AB,3.0 %,[],[],2024-08-21 08:49:15
BC,3.1 %,[],[],
CA,,[],[],
