Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
[v] Graph Fund B V C THD A 3.5 % B 3.4 % c 3.4 % Fund. 109.6 v 109.5 v 109.6 v,[v] Graph Fund B V C THD A 3.5 % B 3.4 % c 3.4 % Fund. 109.6 v 109.5 v 109.6 v,"['Graph', '3.5', '[v]', 'THD', 'Fund.', 'v', '109.6', '109.5', 'V', 'c', '%', '3.4', 'Fund']","['Phasor', 'CA', 'BC', 'VLN', 'AB', 'Current', 'Voltage', 'VLL']",
