Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Voltage L-L L-N Min Max,190.0,[],[],
AB,189.8,[],[],
v,189.7,[],[],
BC,189.8,[],[],
v,,[],[],
CA,,[],[],
v,,[],[],
Average,,[],[],
v,,[],[],
