Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Voltage L-L L-N Min Max,110.2,['c'],['C'],
A,109.8,['c'],['C'],
v,110.2,['c'],['C'],
B,109.9,['c'],['C'],
v,,['c'],['C'],
c,,['c'],['C'],
v,,['c'],['C'],
Average,,['c'],['C'],
v,,['c'],['C'],
