Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor  Voltage Current,190.2 v,[],[],
VLL VLN,190.4 v,[],[],
Voltage,189.8 v,[],[],
AB BC CA,49.75 kA,[],[],
Current,49.82 kA,[],[],
A B C,49.89 kA,[],[],
,29.9,[],[],
,-90.2,[],[],
,149.8,[],[],
,-30.3,[],[],
,-150.5,[],[],
,89.8,[],[],
