Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,188.3 v,"['V', 'c']",['C'],
VLL VLN,189.2 V,"['V', 'c']",['C'],
Voltage,189.9 v,"['V', 'c']",['C'],
AB BC CA,49.49 kA,"['V', 'c']",['C'],
Current,49.87 kA,"['V', 'c']",['C'],
A B c,49.75 kA,"['V', 'c']",['C'],
,30.0 0,"['V', 'c']",['C'],
,-89.5,"['V', 'c']",['C'],
,150.0 0,"['V', 'c']",['C'],
,-30.1 O,"['V', 'c']",['C'],
,-150.6,"['V', 'c']",['C'],
,90.0 0,"['V', 'c']",['C'],
