Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Voltage L-L L-N Min Max,190.6,[],[],
AB,190.3,[],[],
v,190.6,[],[],
BC,190.3,[],[],
v,,[],[],
CA,,[],[],
v,,[],[],
Average,,[],[],
v,,[],[],
