Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,189.9 v,"['V', 'c']",['C'],
VLL VLN,190.3,"['V', 'c']",['C'],
Voltage,189.2 V,"['V', 'c']",['C'],
AB BC CA,2.486 A,"['V', 'c']",['C'],
Current,2.485 A,"['V', 'c']",['C'],
A B c,2.491 A,"['V', 'c']",['C'],
,30.0 0,"['V', 'c']",['C'],
,-90.4,"['V', 'c']",['C'],
,149.7 O,"['V', 'c']",['C'],
,-30.2,"['V', 'c']",['C'],
,-150.1 O,"['V', 'c']",['C'],
,89.9 0,"['V', 'c']",['C'],
