Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
[v] Graph,,"['Fund', 'Graph', '[v]']","['CA', 'AB', 'VLL', 'Phasor', 'BC', 'VLN', 'Current', 'Voltage']",
Fund A B C,,"['Fund', 'Graph', '[v]']","['CA', 'AB', 'VLL', 'Phasor', 'BC', 'VLN', 'Current', 'Voltage']",
