Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,1894,['V'],[],
VLL VLN,1893,['V'],[],
Voltage,1896,['V'],[],
AB BC CA,2477 A,['V'],[],
Current,2494 A,['V'],[],
A B C,2493 A,['V'],[],
,301 0,['V'],[],
,-899 O,['V'],[],
,1501,['V'],[],
,-299 O,['V'],[],
,1501 O,['V'],[],
,903 O,['V'],[],
