Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Current Min Max,49.5 %,['c'],['C'],2024-08-09 08:33:07
A,49.7 %,['c'],['C'],2024-08-09 08:14:45
A,49.7 %,['c'],['C'],2024-08-09 08:46:21
B,49.7 %,['c'],['C'],2024-08-09 08:45:33
A,2.476,['c'],['C'],
c,2.485,['c'],['C'],
A,2.484,['c'],['C'],
Average,2.484,['c'],['C'],
A,,['c'],['C'],
