Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,190.0,"['V', 'c']",['C'],
VLL VLN,190.8,"['V', 'c']",['C'],
Voltage,190.1 V,"['V', 'c']",['C'],
AB BC CA,2.483 A,"['V', 'c']",['C'],
Current,2.476 A,"['V', 'c']",['C'],
A B c,2.488 A,"['V', 'c']",['C'],
,30.0 0,"['V', 'c']",['C'],
,-90.1 O,"['V', 'c']",['C'],
,149.7 O,"['V', 'c']",['C'],
,-30.2,"['V', 'c']",['C'],
,-150.0,"['V', 'c']",['C'],
,90.1 0,"['V', 'c']",['C'],
