Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Max Total Harmonic Distortion,3.5,['c'],['C'],
A,3.5,['c'],['C'],
%,3.6,['c'],['C'],
B,,['c'],['C'],
%,,['c'],['C'],
c,,['c'],['C'],
%,,['c'],['C'],
