Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Total Harmonic Distortion Max,3.8,['c'],['C'],
A,3.8,['c'],['C'],
%,3.8,['c'],['C'],
B,,['c'],['C'],
%,,['c'],['C'],
c,,['c'],['C'],
%,,['c'],['C'],
