Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Min Max RMS Current,49.7 %,['c'],['C'],
A,49.9 %,['c'],['C'],
A,49.8 %,['c'],['C'],
B,49.8 %,['c'],['C'],
A,2.483,['c'],['C'],
c,2.493,['c'],['C'],
A,2.490,['c'],['C'],
Average,2.489,['c'],['C'],
A,,['c'],['C'],
