Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Min Max Fund. Volt.,109.1 V,['c'],['C'],2024-08-21 08:49:23
A,109.0 V,['c'],['C'],
B,109.2 V,['c'],['C'],
c,,['c'],['C'],
Average,,['c'],['C'],
