Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,187.9 V,"['c', 'V']",['C'],
VLL VLN,189.2 V,"['c', 'V']",['C'],
Voltage,189.8 v,"['c', 'V']",['C'],
AB BC CA,49.51 kA,"['c', 'V']",['C'],
Current,49.95 kA,"['c', 'V']",['C'],
A B c,49.81 kA,"['c', 'V']",['C'],
,30.1 0,"['c', 'V']",['C'],
,-89.5,"['c', 'V']",['C'],
,150.0 0,"['c', 'V']",['C'],
,-30.1 O,"['c', 'V']",['C'],
,-150.4 0,"['c', 'V']",['C'],
,90.2 0,"['c', 'V']",['C'],
