Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,189.8 v,"['V', 'c']",['C'],
VLL VLN,189.2 V,"['V', 'c']",['C'],
Voltage,190.1 V,"['V', 'c']",['C'],
AB BC CA,2.481 A,"['V', 'c']",['C'],
Current,2.490 A,"['V', 'c']",['C'],
A B c,2.485 A,"['V', 'c']",['C'],
,29.8 0,"['V', 'c']",['C'],
,-89.9,"['V', 'c']",['C'],
,150.1 0,"['V', 'c']",['C'],
,-30.2,"['V', 'c']",['C'],
,-150.4 0,"['V', 'c']",['C'],
,89.9 0,"['V', 'c']",['C'],
