Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,189.6 v,"['V', 'c']",['C'],
VLL VLN,190.4 V,"['V', 'c']",['C'],
Voltage,189.5 v,"['V', 'c']",['C'],
AB BC CA,2.485 A,"['V', 'c']",['C'],
Current,2.485 A,"['V', 'c']",['C'],
A B c,2.493 A,"['V', 'c']",['C'],
,29.9 0,"['V', 'c']",['C'],
,-90.2,"['V', 'c']",['C'],
,149.7 O,"['V', 'c']",['C'],
,-30.3 O,"['V', 'c']",['C'],
,-150.1 O,"['V', 'c']",['C'],
,89.9 0,"['V', 'c']",['C'],
