Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Total Harmonic Distortion Max,3.7,['c'],['C'],
A,3.7,['c'],['C'],
%,3.7,['c'],['C'],
B,,['c'],['C'],
%,,['c'],['C'],
c,,['c'],['C'],
%,,['c'],['C'],
