Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Current Min Max,49.5 %,['c'],['C'],2024-08-13 08:36:56
A,49.7 %,['c'],['C'],2024-08-13 08:46:23
B,49.7 %,['c'],['C'],2024-08-13 08:45:33
c,49.7 %,['c'],['C'],
Average,49.54 kA,['c'],['C'],
,49.69 kA,['c'],['C'],
,49.67 kA,['c'],['C'],
