Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor  Voltage Current,189.7 v,[],[],
VLL VLN,190.2 v,[],[],
Voltage,190.2 v,[],[],
AB BC CA,2.480 A,[],[],
Current,2.495 A,[],[],
A B C,2.493 A,[],[],
,30.0,[],[],
,-89.9,[],[],
,149.9,[],[],
,-30.1,[],[],
,-150.4,[],[],
,90.0,[],[],
