Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Max Total Harmonic Distortion,3.1,[],[],
AB,3.1,[],[],
%,3.0,[],[],
BC,,[],[],
%,,[],[],
CA,,[],[],
%,,[],[],
