Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Min Max RMS Current,49.7 %,['c'],['C'],
A,49.8 %,['c'],['C'],
B,49.8 %,['c'],['C'],
c,49.8 %,['c'],['C'],
Average,49.68 kA,['c'],['C'],
,49.83 kA,['c'],['C'],
,49.80 kA,['c'],['C'],
