Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Voltage Harmonics Current,3.4 %,['c'],[],
[v] Graph THD Fund.,3.4 %,['c'],[],
Fund A B C,3.5 %,['c'],[],
A,109.6 v,['c'],[],
B,109.3 v,['c'],[],
c,109.7 v,['c'],[],
