Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,190.1 V,"['V', 'c']",['C'],
VLL VLN,190.0,"['V', 'c']",['C'],
Voltage,189.1 V,"['V', 'c']",['C'],
AB BC CA,2.481 A,"['V', 'c']",['C'],
Current,2.483 A,"['V', 'c']",['C'],
A B c,2.492 A,"['V', 'c']",['C'],
,29.9 0,"['V', 'c']",['C'],
,-90.5,"['V', 'c']",['C'],
,149.8 0,"['V', 'c']",['C'],
,-30.3 O,"['V', 'c']",['C'],
,-149.9 0,"['V', 'c']",['C'],
,90.0 0,"['V', 'c']",['C'],
