Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,189.7 V,"['V', 'c']",['C'],
VLL VLN,190.0,"['V', 'c']",['C'],
Voltage,190.0,"['V', 'c']",['C'],
AB BC CA,2.475 A,"['V', 'c']",['C'],
Current,2.496 A,"['V', 'c']",['C'],
A B c,2.491 A,"['V', 'c']",['C'],
,30.1,"['V', 'c']",['C'],
,-89.9,"['V', 'c']",['C'],
,150.0,"['V', 'c']",['C'],
,-30.1,"['V', 'c']",['C'],
,-150.5,"['V', 'c']",['C'],
,90.0,"['V', 'c']",['C'],
