Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,189.5 v,"['V', 'c']",['C'],
VLL VLN,189.8 v,"['V', 'c']",['C'],
Voltage,190.1 V,"['V', 'c']",['C'],
AB BC CA,2.480 A,"['V', 'c']",['C'],
Current,2.491 A,"['V', 'c']",['C'],
A B c,2.490 A,"['V', 'c']",['C'],
,30.1,"['V', 'c']",['C'],
,-89.7,"['V', 'c']",['C'],
,150.1,"['V', 'c']",['C'],
,-29.9,"['V', 'c']",['C'],
,-150.1,"['V', 'c']",['C'],
,90.0,"['V', 'c']",['C'],
