Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
L-L L-N Max Total Harmonic Distortion,3.5,['c'],['C'],
A,3.4,['c'],['C'],
%,3.4,['c'],['C'],
B,,['c'],['C'],
%,,['c'],['C'],
c,,['c'],['C'],
%,,['c'],['C'],
