Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor  Voltage Current,190.1 v,[],[],
VLL VLN,189.9 v,[],[],
Voltage,190.0 v,[],[],
AB BC CA,2.476 A,[],[],
Current,2.497 A,[],[],
A B C,2.493 A,[],[],
,29.9,[],[],
,-90.1,[],[],
,150.0,[],[],
,-30.2,[],[],
,-150.5,[],[],
,89.9,[],[],
