Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
Phasor Voltage V Current,190.0,"['c', 'V']",['C'],
VLL VLN,190.2 V,"['c', 'V']",['C'],
Voltage,189.4 V,"['c', 'V']",['C'],
AB BC CA,2.480 A,"['c', 'V']",['C'],
Current,2.480 A,"['c', 'V']",['C'],
A B c,2.484 A,"['c', 'V']",['C'],
,30.0 0,"['c', 'V']",['C'],
,-90.3 O,"['c', 'V']",['C'],
,149.8 0,"['c', 'V']",['C'],
,-30.1 O,"['c', 'V']",['C'],
,-149.9 0,"['c', 'V']",['C'],
,90.0 0,"['c', 'V']",['C'],
