Main View,Measurement Accuracy,OCR-Right,Right-OCR,Time Stemp Error
RMS Current Min Max,49.8 %,['c'],['C'],
A,50.0 %,['c'],['C'],
B,49.9 %,['c'],['C'],
c,49.9 %,['c'],['C'],
Average,2.489 A,['c'],['C'],
,2.500 A,['c'],['C'],
,2.496 A,['c'],['C'],
