Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:55:18+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.9V (PASS),[] (PASS),[] (PASS),,,
B,109.4V (PASS),,,,,
C,109.7V (PASS),,,,,
Average,109.7V (PASS),,,,,
