Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:55:18+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2025-01-17 16:55:48 (PASS),,
BC,190.2V (PASS),,,2025-01-17 16:56:01 (PASS),,
CA,190.3V (PASS),,,2025-01-17 16:55:29 (PASS),,
Average,190.1V (PASS),,,2025-01-17 16:56:14 (PASS),,
