Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:57:49+00:00),Img Match,H.Text
L-L L-N Min Max RMS Voltage,,,,,,
A,109.6V (PASS),[] (PASS),[] (PASS),2025-01-17 16:57:54 (PASS),,
B,109.1V (PASS),,,2025-01-17 16:57:52 (PASS),,
C,109.5V (PASS),,,2025-01-17 16:57:51 (PASS),,
Average,109.5V (PASS),,,2025-01-17 16:57:52 (PASS),,
