Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:57:49+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.2V (PASS),[] (PASS),[] (PASS),2025-01-17 16:58:30 (PASS),,
B,109.7V (PASS),,,2025-01-17 16:58:01 (PASS),,
C,110.0V (PASS),,,2025-01-17 16:58:02 (PASS),,
Average,109.8V (PASS),,,2025-01-17 16:58:54 (PASS),,
