Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 12:45:48+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.1V (PASS),[] (PASS),[] (PASS),2024-12-03 12:48:27 / 159.0 seconds (FAIL),,
B,109.8V (PASS),,,2024-12-03 12:48:35 / 167.0 seconds (FAIL),,
C,110.2V (PASS),,,2024-12-03 12:47:49 / 121.0 seconds (FAIL),,
Average,109.8V (PASS),,,2024-12-03 12:47:40 / 112.0 seconds (FAIL),,
