Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 13:16:54+00:00),Img Match,H.Text
Min Max Residual Current,,,,,,
RMS,90.18mA (PASS),[] (PASS),[] (PASS),2024-12-03 13:17:52 / 58.0 seconds (FAIL),,
Fund.,32.38mA (PASS),,,2024-12-03 13:18:07 / 73.0 seconds (FAIL),,
