Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 13:10:53+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,1.9% (PASS),[] (PASS),[] (PASS),,,
B,1.9% (PASS),,,,,
C,1.9% (PASS),,,,,
