Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 12:45:48+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.4V (PASS),[] (PASS),[] (PASS),2024-12-03 12:47:23 / 95.0 seconds (FAIL),,
BC,190.2V (PASS),,,2024-12-03 12:46:44 / 56.0 seconds (FAIL),,
CA,190.3V (PASS),,,2024-12-03 12:47:20 / 92.0 seconds (FAIL),,
Average,190.1V (PASS),,,2024-12-03 12:47:23 / 95.0 seconds (FAIL),,
