Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 13:18:45+00:00),Img Match,H.Text
Active Power Min Max,,,,,,
A,42.8% (PASS),[] (PASS),[] (PASS),2024-12-03 13:19:30 / 45.0 seconds (FAIL),,
B,42.8% (PASS),,,2024-12-03 13:19:47 / 62.0 seconds (FAIL),,
C,42.9% (PASS),,,2024-12-03 13:19:24 / 39.0 seconds (FAIL),,
Total,42.9% (PASS),,,2024-12-03 13:18:52 / 7.0 seconds (FAIL),,
,234.6 (FAIL),,,,,
,234.6 (FAIL),,,,,
,235.3 (FAIL),,,,,
,706.0 (FAIL),,,,,
