Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 13:03:30+00:00),Img Match,H.Text
Min Max Current,,,,,,
A,,[] (PASS),['RMS'] (FAIL),2024-12-03 13:04:46 / 76.0 seconds (FAIL),,
B,,,,2024-12-03 13:05:02 / 92.0 seconds (FAIL),,
C,,,,2024-12-03 13:05:00 / 90.0 seconds (FAIL),,
Average,,,,2024-12-03 13:05:13 / 103.0 seconds (FAIL),,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
