Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 12:51:24+00:00),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2024-12-03 12:52:41 / 77.0 seconds (FAIL),,
BC,190.2V (PASS),,,2024-12-03 12:51:26 (PASS),,
CA,190.3V (PASS),,,2024-12-03 12:52:10 / 46.0 seconds (FAIL),,
Average,190.1V (PASS),,,2024-12-03 12:52:11 / 47.0 seconds (FAIL),,
