Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (None),Img Match
Phasor  Voltage Current,,,,,
VLL VLN,109.4 v,[] (PASS),[] (PASS),,"[0.997738242149353, 1.0, 1.0]"
Voltage,108.3 v,,,,
A B C,109.9 v,,,,
Current,2.477 A,,,,
A B C,2.483 A,,,,
,2.493 A,,,,
,-0.0,,,,
,-119.5,,,,
,120.1,,,,
,-30.1,,,,
,-150.4,,,,
