Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (None),Img Match
Phasor  Voltage Current,,,,,
VLL VLN,188.4 v,[] (PASS),[] (PASS),,"[0.9912576079368591, 1.0, 1.0]"
Voltage,189.1 v,,,,
AB BC CA,189.3 v,,,,
Current,2.474 A,,,,
A B C,2.487 A,,,,
,2.491 A,,,,
,29.9,,,,
,-89.9,,,,
,149.9,,,,
,-30.4,,,,
,-150.7,,,,
