Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 11:55:08+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,189.8V (PASS),[] (PASS),[] (PASS),,,
BC,189.7V (PASS),,,,,
CA,189.8V (PASS),,,,,
Average,189.8V (PASS),,,,,
